ZINC06503852	Cc1ccc(C(=O)NC(=S)NNC(N)=S)cc1I
ZINC39361533	O=C(CSC1=NNC(Cc2cc(=O)[nH]c(=O)[nH]2)N1c1ccccc1)Nc1ccccc1F
ZINC39776981	CC1NNC(=O)C2=C1C(C)OC2NC(=O)CSC1NN=C(Cc2cccs2)N1C1CC1
ZINC39969674	CCN1C(CC(=O)Nc2ccccc2)NNC1SCc1nc2ccccc2c(=O)[nH]1
ZINC40795348	Nc1c(NNC(=O)COc2ccccc2)ncnc1N1CCN(c2ccccc2F)CC1
ZINC43101559	O=C(NCC(c1cccs1)N1CCOCC1)NNC(=S)NC1CCCC1
ZINC43553855	CC1(CO)C(OC(=O)Nc2ccccc2)CCC2(C)C(CC(=O)N3CCCC3CO)C(O)CCC12
ZINC46543507	CNC(=O)c1ccc(/C=C/C(=O)Nc2ccc(NC(=O)NCC3CCCO3)cc2)cc1
ZINC46773293	Cc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1C(=O)NNC(=O)C(=O)NC(C)C
ZINC50657252	CCCNc1ncc(Br)cc1S(=O)(=O)NCCS(N)(=O)=O
ZINC58031239	O=C(CNc1ccccc1C(=O)NCc1ccco1)NC(=O)NCC(F)(F)F
ZINC58582464	CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)Nc1ccc(C(=O)NC2CC2)cc1
ZINC20202743	CC(C)N1CC(C(=O)Nc2ccc(C(=O)NCCc3nnc(N)s3)cc2)CC1=O
ZINC12884251	Nc1c(C(=O)CSc2n[nH]c(/C=C/c3ccccc3)n2)c(=O)[nH]c(=O)n1C1CC1
ZINC16677695	C/C(=N\NC(=[NH2+])SC1CC(=O)N(c2ccc(C(=O)[O-])cc2)C1=O)c1ccc(O)cc1
ZINC59894537	CC(NC(=O)Cc1ccc(S(=O)(=O)N2CCCC2)s1)c1ccc(NC(N)=O)cc1
ZINC59922584	CC(O)CNS(=O)(=O)c1ccc(C(=O)NNc2c(F)c(F)c(F)c(F)c2F)cc1
ZINC60207961	CC1(C)CCC(NC(=O)CCNc2ccc(S(N)(=O)=O)cc2[N+](=O)[O-])c2ccccc21
ZINC64230192	Cc1cc(CNC(=O)NCCCc2nn(-c3ccc(F)cc3)c(N)c2C#N)on1
ZINC64891037	CCn1c(=O)[nH]c2cc(C3NOC(C(NS(=O)(=O)c4ccccc4)C(C)C)N3)ccc21
ZINC64891038	CCn1c(=O)[nH]c2cc(C3NOC(C(NS(=O)(=O)c4ccccc4)C(C)C)N3)ccc21
ZINC30706113	CNC(=O)C1Cc2ccccc2CN1CC(=O)NCCc1ccc(S(N)(=O)=O)cc1
ZINC66121467	CNS(=O)(=O)c1ccc(C(C)NC(=O)N2CCCC(CCC(N)=O)C2)cc1
ZINC67202812	CCNC(=O)C1(NC(=O)CCCCC2SCC3NC(=O)NC32)CCCCC1
ZINC02470492	COc1ccc(C(Nc2cc(C)cc[nH+]2)c2ccc3ccc(C)nc3c2O)cc1OC
ZINC08185779	CC([NH2+]C(C)c1cccs1)C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1
ZINC09452780	O=C(Nc1ccc(S(=O)(=O)NC2=[NH+]CCCCC2)cc1)C12CC3CC(CC(C3)C1)C2
ZINC09508697	O=S(=O)(NC1Cc2ccccc2C1[NH2+]Cc1ccc2c(c1)OCO2)c1ccccc1
ZINC09684839	Cc1ccc(CNC(=O)c2sc3nc(C[NH+]4CCCCC4)[nH]c(=O)c3c2C)cc1
ZINC11982666	CN(C)c1ccc(/C=C/C[NH+]2CCC(C3(Cc4ccccc4)NC(=O)NC3=O)CC2)cc1
ZINC12135936	O=C(NC1CCCC1)c1ccc(N2CCC([NH2+]Cc3ccc4c(c3)OCO4)CC2)cc1
ZINC12918200	C[NH+](CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)CC(=O)NC1(C#N)CCCCC1
ZINC13007900	CN1CCc2cc(C(CNC(=O)C(=O)NC3CCCCC3)[NH+]3CCCCC3)ccc21
ZINC19520773	CCC1CC(C(F)(F)F)n2nc(C3CCC[NH+]3Cc3cn[nH]c3C(C)(C)C)cc2N1
ZINC20109702	O=c1cc(-c2ccccc2)oc2c(C[NH+]3CCCC3)c([O-])c(C[NH+]3CCCC3)c(O)c12
ZINC20358498	O=c1c(-c2ccc(Br)cc2)coc2c(C[NH+]3CCN(CCO)CC3)c(O)ccc12
ZINC20385085	O=C(NCCCN1CCC([NH+]2CCCCC2)CC1)c1ccc2c(c1)NC(=O)c1ccccc1S2
ZINC20763091	CCOc1cccc(C2CC(c3ccc(OC)cc3)=NC(c3ccccc3OC)[NH2+]2)c1O
ZINC22424781	CC[NH+]1CCN(c2ccc(NC(=O)c3sc(NC(=O)C4CC4)cc3C)cc2C)CC1
ZINC22915635	CC1CCCC(NC(=O)C[NH+]2CCN(CC(=O)Nc3ccccc3C(F)(F)F)CC2)C1C
ZINC30942313	O=C(NCC1CCCO1)c1ccccc1NC(=O)C1CCC[NH+](Cc2ccc(F)cc2)C1
ZINC31522639	CC[NH+]1CCN(c2ccc(NC(=O)c3ccc(NC(=O)C4CC4C)cc3)c(C)c2)CC1
ZINC33024418	Cc1[nH]c(C(=O)N2CCC(CC(=O)NCCC[NH+]3CCCCC3C)CC2)c(C)c1C
ZINC34710862	C[NH+](C)CCNC(=O)C1CC(c2ccccc2)CN(C(=O)Nc2ccc(Cl)cc2)C1
ZINC34759035	Cc1sc2nc(SCc3ccc(F)cc3)nc(N3CC[NH+](CC(N)=O)CC3)c2c1C
ZINC35375175	CCC(C)NC(=O)C1CSC2(CCN(S(=O)(=O)c3ccc(C(C)(C)C)cc3)CC2)[NH2+]1
ZINC36039523	CC(C)c1ccc(-n2cc(-c3ccccc3)[nH]/c2=N\C(=O)C[NH2+]Cc2ccco2)cc1
ZINC06660100	CCc1cc(=O)oc2cc(C)cc(OC(C)C(=O)NC3CC(C)(C)[NH2+]C(C)(C)C3)c12
ZINC38546915	COc1ccccc1C(Nc1cccc[nH+]1)c1cc(C)sc1NC(=O)c1ccco1
ZINC38547404	Cc1cccc(NC(c2ccccn2)c2c(NC(=O)c3ccco3)sc3c2CCCC3)[nH+]1
ZINC23362860	O=C(NCc1ccsc1)c1ccc(CN2CC[NH+](C34CC5CC(CC(C5)C3)C4)CC2)[nH]c1=O
ZINC39606663	CCC(C)CNC(=O)C1CN(C(=O)c2ccc(-c3ccccc3)o2)CC12CC[NH2+]CC2
ZINC39684401	CC(NC(=O)C1CN(C(=O)c2ccc(OC(F)(F)F)cc2)CC12CC[NH2+]CC2)C(C)(C)C
ZINC12780742	CC(SCc1nc2sc3c(c2c(=O)[nH]1)CCCC3)C(=O)NC1CC[NH+](C(C)C)CC1
ZINC40149610	CC(C)c1ccccc1NC(=O)C(C)[NH+]1CCC(C(=O)Nc2ccc(Br)cn2)CC1
ZINC22937632	O=C(NCCCN1CC[NH+](C2CCCCC2)CC1)c1n[nH]c2c1CCc1ccccc1-2
ZINC45512709	O=C(C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1)NC(Cc1ccccc1)c1ccccc1
ZINC45631160	C=CCNC(=O)CN1CC[NH+](CC(=O)Nc2c(Cl)cc(Cl)cc2Cl)CC1
ZINC58791571	O=C1CCc2cc(S(=O)(=O)NCC(c3c(F)cccc3Cl)[NH+]3CCCC3)ccc2N1
ZINC59122514	O=C(NC1CC[NH+](Cc2ccccc2)CC1)N(Cc1ccccc1O)CC1CCCO1
ZINC59890803	Cc1ccccc1NS(=O)(=O)c1ccc(C(=O)NCC2([NH+](C)C)CCCC(C)C2)cc1
ZINC59891013	CC1CCCC(CNC(=O)c2ccc(S(=O)(=O)NC(C)(C)C)cc2)([NH+](C)C)C1
ZINC60166219	O=C(NCC(c1c(F)cccc1Cl)[NH+]1CCCC1)c1ccc(-c2ccco2)[nH]c1=O
ZINC63110755	CC1[NH+]=c2ccccc2=C1CCN/C=C1/C(=O)N(C2Nc3ccccc3S2)N=C1C(F)(F)F
ZINC63182406	NC(=O)C1CN(C(=O)CCC2=c3cc(F)ccc3=[NH+]C2c2ccc(F)cc2)c2ccccc2O1
ZINC39939640	O=C(CSC1NN=C(C2=c3ccccc3=[NH+]C2)N1C1CC1)Nc1ccc2c(c1)CCC2
ZINC63110753	CC1[NH+]=c2ccccc2=C1CCN/C=C1/C(=O)N(C2Nc3ccccc3S2)N=C1C(F)(F)F
ZINC63538110	O=C(NCC1C=c2ccccc2=[NH+]1)C1=CNN2C(C(F)(F)F)=CC(c3cccs3)=NC12
ZINC65074679	O=S(=O)(c1ccccc1)N1CCC2(CC1)NCC[NH+]=C2NCc1ccc(F)c(Cl)c1
ZINC65074867	CCc1ccc(S(=O)(=O)N2CCC3(CC2)NCC[NH+]=C3NCc2cc(F)cc(F)c2)cc1
ZINC65074889	Cc1ccc(CNC2=[NH+]CCNC23CCN(S(=O)(=O)c2cc(C)cc(C)c2)CC3)cc1
ZINC65298373	CCOc1cccc(C2CC(c3ccc(OC)cc3)=NC3(CC[NH+](CC)CC3)N2)c1O
ZINC65298390	CCOc1ccc(C2=NC3(CC[NH+](CC)CC3)NC(c3cccc(OCC)c3O)C2)cc1
ZINC65520836	CC1CCCCC1OCCNC(=O)Nc1cc(C(F)(F)F)ccc1N1CC[NH+](C)CC1
ZINC02660216	CCN(CC)S(=O)(=O)c1ccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1
ZINC05041625	CC(NC(=S)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)C1CCCO1
ZINC05718502	CCOc1cc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cc(OCC)c1OCC
ZINC06773143	C=CCOC1CC(OCc2ccccc2C#N)(C(=O)NCC2CC2)CC(O)C1O
ZINC09154533	CSCCC(NS(=O)(=O)c1ccccc1F)C(=O)NCc1c(C)cc(C)[nH]c1=O
ZINC09680044	CCc1ccccc1NS(=O)(=O)c1ccc2[nH]cc(C(=O)NCCOC)c(=O)c2c1
ZINC11081042	O=C(COC(=O)CNC(=O)c1ccccc1)NCC(=O)Nc1ccc(F)c(F)c1F
ZINC06446451	O=c1[nH]c2cc3c(cc2cc1CN(CCO)C(=S)NCCc1ccccc1)OCCO3
ZINC02802467	CCn1ncc(NC(=S)NNC(=O)Cn2nc(C(F)(F)F)c(Br)c2C)c1C
ZINC14033571	CCCc1cc(=O)n2c(n1)SCC2CC(=O)NCCc1ccc(S(N)(=O)=O)cc1
ZINC14153299	CCOC(=O)c1[nH]c(C)c(C(=O)Cn2c(C(F)(F)F)ccc(C(N)=O)c2=O)c1C
ZINC14161176	CC(NC(=O)CSc1nnc(C2CC2)n1C1CC1)c1ccc(S(N)(=O)=O)cc1
ZINC14226800	CC(=O)Nc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCc3ccco3)cc2)cc1
ZINC14244018	CSCCC(NC(N)=O)C(=O)N1CCN(S(=O)(=O)c2ccc(C(C)C)cc2)CC1
ZINC15706947	Cc1nn(-c2ccccc2)c(C)c1/C=C/C(=O)NNC(=S)NCC1CCCO1
ZINC15828162	CC(=O)NCc1ccc(C(=O)N/C(=N/c2cccc(F)c2)NCC2CCCO2)cc1
ZINC21227251	CC(OC(=O)C1CCN(/C=C/C(=O)C(F)(F)F)CC1)C(=O)Nc1ccc(C(N)=O)cc1
ZINC21560585	O=C(CC(NC(=O)c1ccccc1)c1ccccc1)NCCCN1C(=O)NC2(CCCC2)C1=O
ZINC21921581	CCCCNC(=O)C1CCC(Cn2c(=O)c3sccc3n(CC(N)=O)c2=O)CC1
ZINC22617626	O=C(Cn1cc(C(F)(F)F)cc(Cl)c1=O)NNC(=S)NCC1CCCO1
ZINC24716277	CNS(=O)(=O)Cc1ccc(CNC(=O)CCNC(=O)c2ccc(Cl)cc2)cc1
ZINC26100240	Cc1ccc2cc(CN(CCO)C(=S)NCCCN3CCOCC3)c(=O)[nH]c2c1
ZINC28525026	N#Cc1ccc(NCC(F)(F)c2ccccn2)[n+]([O-])c1CC(O)NCc1cccc(Cl)c1
ZINC31169143	CC(C)CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1CC(O)C2(O)CO
ZINC36601059	CCCCNC(=O)C(c1ccc(O)cc1)N(Cc1ccc(C)o1)C(=O)C1CCC(=O)N1
ZINC13555098	O=c1[nH]c2cc3c(cc2cc1CN(CCCO)C(=S)NCc1ccco1)OCO3
ZINC13593165	CC(C)CC(NC(=O)c1ccc(OC2CCN(C(=O)C3CC3)CC2)cc1)C(N)=O
ZINC15272761	CSCCC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)NNC(=O)c1ccncc1
ZINC38517092	O=C(CCc1csc(NC(=O)c2ccc[nH]c2=O)n1)NCCOc1ccc(F)cc1
ZINC39660003	O=C([O-])CCCCCNC(=O)C1CN(C(=O)c2ccc(C(F)(F)F)cc2)CC12CC[NH2+]CC2
ZINC39660022	CCc1ccc(C(=O)N2CC(C(=O)NCCCCCC(=O)[O-])C3(CC[NH2+]CC3)C2)cc1
ZINC39660025	O=C([O-])CCCCCNC(=O)C1CN(C(=O)c2cc(F)cc(F)c2)CC12CC[NH2+]CC2
ZINC39660164	O=C([O-])CCCCCNC(=O)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39663471	CC(Oc1ccccc1)C(=O)N1CC(C(=O)NCCCC(=O)[O-])C2(CC[NH2+]CC2)C1
ZINC39709766	CCOc1ccc(/C(C)=N/Nc2cccc(C(=O)[O-])c2)cc1C[n+]1ccsc1N
ZINC40166987	O=S1(=O)CCC(CNC(=S)Nc2cccc(OC(=S)NCC3CCS(=O)(=O)C3)c2)C1
ZINC41848240	CCNC(=O)COc1ccc(NC(=O)C(=O)NCC2Cc3ccccc3O2)cc1
ZINC46866763	CCN(CCNC(=O)NNC(=O)CC1CCS(=O)(=O)C1)c1ccccc1C
ZINC51845080	CCS(=O)(=O)NCCCNC(=O)C(=O)Nc1ccccc1OC(F)(F)F
ZINC04160440	O=c1[nH]c2cc3c(cc2cc1CN(CCCO)C(=S)NCC1CCCO1)OCO3
ZINC47878869	NS(=O)(=O)c1ccc(C(=O)OCC(=O)NCCCSc2ccccc2)o1
ZINC60398411	CCN(CCCNC(=O)C(NC(=O)Nc1ccccc1)C(C)C)S(C)(=O)=O
ZINC51462047	CCS(=O)(=O)NCCCNC(=O)CCn1c(=S)[nH]c2ccccc2c1=O
ZINC65497740	Cc1cc(C(C)NC(=O)NCCS(=O)(=O)NCc2ccc(F)cc2)c(C)o1
ZINC66093098	CN(C)C(=O)c1ccc(NCC(=O)Nc2ccc(C(=O)NCc3ccco3)cc2)cc1
ZINC66174283	CCCNC(=O)CCNC(=O)Nc1cccc2c1CCN(S(=O)(=O)CC)C2
ZINC66840025	O=C(CCNS(=O)(=O)c1ccccc1F)NNC(=O)Cc1ccccc1F
ZINC66984929	CC(CC#N)Sc1ccccc1NC(=O)C(=O)NCCCNS(C)(=O)=O
ZINC67000367	COCCOc1ncccc1NC(=O)C(=O)NCC1(O)CCCc2ccccc21
ZINC67635174	NC(=O)c1ccc(OCC(=O)Oc2ccc(OC3CCCCNC3=O)cc2)cc1
ZINC04785978	O=S1(=O)CCC([NH2+]CC(O)CO)C1
ZINC19936062	[NH3+]C1CCN(CC(O)c2ccc3c(c2)OCCO3)CC1
ZINC21304341	[NH3+]C(c1ccc2c(c1)CC(=O)N2)C1COc2ccccc2O1
ZINC03124783	NN1C(=[NH2+])SC2CS(=O)(=O)CC21
ZINC36236953	[NH3+]C1CC(NC(=O)CN2CCCC2=O)C1
ZINC36262035	CC(=O)NCC(=O)N1CC2CCC([NH3+])CC2C1
ZINC36265931	Cn1ccc(S(=O)(=O)NC2CC([NH3+])C2)c1
ZINC36826172	[NH3+]CCNC(=O)C(=O)N1CCCC2CCCCC21
ZINC37019193	O=C(NC1CCCCNC1=O)C1CCC[NH2+]C1
ZINC37042770	[NH3+]CCC(=O)NC1CCN(C(=O)C2CC2)CC1
ZINC37227107	CC(C[NH2+]C1CCS(=O)(=O)C1)C(N)=O
ZINC37227109	CC(C[NH2+]C1CCS(=O)(=O)C1)C(N)=O
ZINC37242717	CC1CCCCN1C(=O)C(=O)NCC[NH3+]
ZINC37269224	CC1CCC(C(=O)N(C)CC(N)=O)C[NH2+]1
ZINC37382802	O=C1CCC(C(=O)NC2CC[NH2+]CC2)N1
ZINC37395052	NC(=O)C1CCCN(C(=O)C[NH2+]C2CC2)C1
ZINC37615513	CC(=O)N1CCC(NC(=O)C(C)([NH3+])C2CC2)CC1
ZINC37626188	[NH3+]C1CCC(C(=O)N2CCN(CCO)CC2)CC1
ZINC37821144	NC(=O)CC1CCN(C(=O)C2CSC[NH2+]2)CC1
ZINC37945665	NC(=O)C(C1CCOC1)N1CC[NH2+]CC1
ZINC40740673	O=C1CCC(C(=O)NC2CC3CCC(C2)[NH2+]3)N1
ZINC40922946	Cn1cc(NC(=O)C(C)(C)[NH3+])ccc1=O
ZINC41323617	[NH3+]CCNC(=O)C1CC(=O)N(C2CCCCC2)C1
ZINC43528099	C=CC1C[NH+]2CCC1CC2CNC(=O)C(N)=O
ZINC44261821	[NH3+]C1CC1NS(=O)(=O)c1cncc(F)c1
ZINC44375145	CNC(=O)C1CCCN1C(=O)C(C)(C)[NH3+]
ZINC44502007	CC(=O)NCC(=O)NCC1CCC[NH2+]C1
ZINC44512745	[NH3+]CC1CCN(C(=O)C2CSC(=O)N2)CC1
ZINC44763227	[NH3+]CC1(C(=O)N2CCCC2CO)CCOCC1
ZINC45279658	CC([NH3+])(CN1CC[NH+](C(C)(C)C)CC1)C(=O)[O-]
ZINC45314698	CNC(C#N)C[NH+]1CC(C(N)=O)CCC1C
ZINC50459042	CNC(=O)C1CCN(C(=O)C2CC2[NH3+])CC1
ZINC50465431	CC1(NC(=O)C2CC2[NH3+])CCS(=O)(=O)C1
ZINC50602520	[NH3+]CC1(C(=O)NCC2CCS(=O)(=O)C2)CCCC1
ZINC51792824	CC(=O)NCCNC(=O)C1[NH2+]CCCC1C
ZINC54244349	C[NH2+]CCNC(=O)C1CSC(=O)N1
ZINC55087732	CC(NC(=O)C1CCCCC1[NH3+])C(=O)N(C)C
ZINC36754646	[NH3+]C1CCN(CC(=O)NCC2CCCO2)CC1
ZINC36754835	[NH3+]C1CCN(Cc2nc3ccsc3c(=O)[nH]2)CC1
ZINC52042116	[NH2+]=C(NC1CC1)NC1CCS(=O)(=O)CC1
ZINC55087738	CC(NC(=O)C1CCCC([NH3+])C1)C(=O)N(C)C
ZINC62101924	CC1(C)Cc2nc(N3CCNC(=O)CC3)sc2C([NH3+])C1
ZINC62101927	[NH3+]C1CCCc2nc(N3CCNC(=O)CC3)sc21
ZINC62813319	O=C(NCCC1CCCO1)C1C[NH2+]CCN1
ZINC62814590	CC1CNC(C(=O)NC2CCOCC2)C[NH2+]1
ZINC62841436	CC1(C(=O)NC2CCCNC2=O)CC[NH2+]CC1
ZINC62889949	CC1(C(=O)N2CCCC2C(N)=O)CC[NH2+]C1
ZINC62980702	NC(=[NH2+])CCN1CCC(N2CCOCC2)C1
ZINC63193705	CC([NH3+])C1CCCCN1C(=O)C1CSC(=O)N1
ZINC63196386	CC([NH3+])C1CCCCN1C1CC(=O)NC1=O
ZINC04523571	[NH2+]=C1NC2(O)C(=O)c3ccccc3C2(O)N1
ZINC20307362	CC([NH2+]C1CCS(=O)(=O)C1)C(=O)NC(N)=O
ZINC20434624	NC(=O)C1CCCN1C(=O)C1CC(O)C[NH2+]1
ZINC22048291	CC1(C)OC2OC(C(O)C[NH3+])C(O)C2O1
ZINC33501291	NC(=O)CN1C(=O)COc2ccc(C([NH3+])C3CC3)cc21
ZINC35358461	NNc1ncccc1S(=O)(=O)NC1C[NH+]2CCC1CC2
ZINC36233011	O=C(Nc1nc2c(s1)C[NH2+]CC2)c1c[nH]c(=O)[nH]1
ZINC36264552	[NH3+]C1CC1NS(=O)(=O)c1ccc2c(c1)CC(=O)N2
ZINC36746088	CC1CCCC(C(=O)NCCS(N)(=O)=O)[NH2+]1
ZINC36907024	NC(=O)C1CCCN1C(=O)C1CC(O)C[NH2+]1
ZINC37000855	CC([NH3+])C(=O)NC(C)c1ccc2[nH]c(=O)[nH]c2c1
ZINC37002783	O=C1CCc2cc(NC(=O)C3CC(O)C[NH2+]3)ccc2N1
ZINC37021101	CC([NH3+])C(=O)Nc1cc2c(cc1Cl)NC(=O)CO2
ZINC37540477	NC(=O)CN(C(=O)C1CCC(=O)N1)C1CC[NH2+]C1
ZINC37628244	NC(=O)CC([NH3+])C(=O)Nc1cc2c(cc1Cl)NC(=O)CO2
ZINC37629833	CC(=O)N1CCC(NC(=O)C([NH3+])CC(N)=O)CC1
ZINC37820854	NC(=O)NCC1CCCN(C(=O)C2CCC[NH2+]2)C1
ZINC37820855	NC(=O)NCC1CCCN(C(=O)C2CC[NH2+]CC2)C1
ZINC37820861	NC(=O)NCC1CCCN(C(=O)C2CCC[NH2+]C2)C1
ZINC37820926	CCC([NH3+])C(=O)N1CCCC(CNC(N)=O)C1
ZINC37821574	CC1CCC(C(N)=O)CN1C(=O)C1CC(O)C[NH2+]1
ZINC37981502	NC(=O)C[NH+]1CCC(NC(=O)C2=NNC(=O)CC2)CC1
ZINC38049903	[NH3+]C1CCCCC1NS(=O)(=O)c1cn[nH]c1
ZINC38050242	[NH3+]C1CCCCC1NS(=O)(=O)c1c[nH]c(=O)[nH]c1=O
ZINC39935768	CC1(C)OC2OC(C(O)C[NH3+])C(O)C2O1
ZINC40378013	NS(=O)(=O)c1ccccc1NC(=O)C1CCC[NH2+]1
ZINC40508435	NC(=O)NC(=O)CC[NH+]1CCCC1C(=O)N1CCNCC1
ZINC42462984	CC1(C)COCCN1C(=O)C([NH3+])CC(N)=O
ZINC44528996	[NH3+]CC1CCCN(S(=O)(=O)c2c[nH]c(=O)[nH]c2=O)C1
ZINC44792950	C[NH+]1CCCC(CNC(=O)C2(/C(N)=N/O)CCOCC2)C1
ZINC49332670	NC(=O)NC(=O)C[NH+]1CCCC1C(=O)NC1CC1
ZINC50242827	CC(C)NC(=O)NC(=O)CN1CCC([NH3+])C1
ZINC50243295	C=CCNC(=O)NC(=O)CN1CCC([NH3+])C1
ZINC50398133	CC([NH3+])c1ccc(S(=O)(=O)NC2CCCNC2=O)cc1
ZINC50464289	NS(=O)(=O)N1CCN(C(=O)C2CC2[NH3+])CC1
ZINC51792819	CC1CCC[NH2+]C1C(=O)NCCS(N)(=O)=O
ZINC54075411	C[NH2+]C(C)C(=O)N1CCCC(CNC(N)=O)C1
ZINC54308155	NC(=O)NCC1CCCN(C(=O)CC2CCC[NH2+]C2)C1
ZINC54341821	CC(C[NH3+])C(=O)N1CCCC(CNC(N)=O)C1
ZINC37481640	CC1CN(C(=O)C([NH3+])CC(N)=O)CC(C)O1
ZINC38042847	NC(=O)CNC(=O)C1CCCN1C1CC[NH2+]CC1
ZINC42871377	Cc1[nH]c(N2CCCC(C(N)=O)C2)c(N)[nH+]1
ZINC15933459	NNC(=O)c1cnn2c1NCCC2C(F)(F)F
ZINC51360173	CC(C(=O)NC(N)=O)[NH+]1CCCC1C1CCCN1
ZINC62230686	[NH3+]C(c1ccc2c(c1)NC(=O)CC(=O)N2)C1CCCOC1
ZINC62815068	CC1CNC(C(=O)N2CCCCC2C(N)=O)C[NH2+]1
ZINC62815372	CC1CNC(C(=O)NC(C)(C)C(N)=O)C[NH2+]1
ZINC63172854	[NH3+]C1CCCC1NC(=O)c1cc([N+](=O)[O-])c[nH]1
ZINC63212471	[NH3+]C1CCCCCC1NC(=O)c1c[nH]c(=O)[nH]c1=O
ZINC63213314	[NH3+]C1CCCCCC1NS(=O)(=O)c1c[nH]c(=O)[nH]c1=O
ZINC01596728	O=C1NC(=O)C(CSSCC2NC(=O)NC2=O)N1
ZINC06765351	O=C1NC(=O)C(=Cc2ccc(O)c(O)c2)C(=O)N1
ZINC20246015	O=C(Nc1ccc(O)cc1)c1c[nH]c(=O)[nH]c1=O
ZINC23103742	N#Cc1c(N)cc(N)nc1SCCN1C(=O)CCC1=O
ZINC31819354	Cc1nnc(CSc2nc(N)cc(N)n2)o1
ZINC35388264	CC([NH2+]CC(=O)NC(=O)NC1CCCC1)C(=O)[O-]
ZINC36262169	[NH3+]C1CCC2CN(C(=O)c3cc(=O)[nH]c([O-])n3)CC2C1
ZINC37471658	Nc1n[nH]cc1S(=O)(=O)NC1CCOCC1
ZINC37548462	O=C(Nc1ccc(C#CCO)cc1)c1c[nH]c(=O)[nH]c1=O
ZINC37730751	Cc1[nH]ncc1S(=O)(=O)[N-]c1ncc(C#CC[NH3+])s1
ZINC38006905	NC(=O)N1CCCC(C(=O)NCc2cn[nH]c2)C1
ZINC39886333	NC(=O)CC1S/C(=N/N=C2\NC(=O)CS2)NC1=O
ZINC40321377	CS(=O)(=O)NC1CCN(C(=O)c2cc(N)c[nH]2)CC1
ZINC40338414	Cc1ncc(N)cc1C(=O)N1CCN(S(N)(=O)=O)CC1
ZINC40376198	CN(CC/C(N)=N/O)S(=O)(=O)c1cn[nH]c1
ZINC40376720	CCC(NS(=O)(=O)N1CCOCC1)/C(N)=N/O
ZINC40376721	CCC(NS(=O)(=O)N1CCOCC1)/C(N)=N/O
ZINC40469227	O=C([O-])CNC(=O)c1ccc(NC(=O)C2CCC[NH2+]2)cc1
ZINC40582543	O=C([O-])C(Cc1c[nH+]c[nH]1)NC(=O)N1CCCC(CO)C1
ZINC42420375	[NH3+]CCNS(=O)(=O)c1ccc(C(=O)[O-])o1
ZINC42947794	CC(C)CNC(=O)NNC(=O)C(=O)NC1CC1
ZINC44284114	Cc1[nH]c2ccc([N+](=O)[O-])cc2c1CC([NH3+])C(=O)[O-]
ZINC44458967	CCC(=O)NNC(=O)CNC(=O)c1ccc(=O)[nH]c1
ZINC44608216	C=CCOC(=O)C1OC(O)C(O)C(O)C1O
ZINC44869750	CC(C(=O)N1CCN(CCO)CC1)/C(N)=N/O
ZINC44931204	[NH3+]CC1(C(=O)NCc2nnn[n-]2)CCCCC1
ZINC48002706	NC(=O)c1ccsc1NC(=O)C(=O)NCC1CCOC1
ZINC48390994	CC(=O)c1c[nH]c(C(=O)NNC(=O)C(=O)NC2CC2)c1
ZINC48996359	NC(=O)CC(NC(=O)N1CC[NH+](C2CC2)CC1)C(=O)[O-]
ZINC48996361	NC(=O)CC(NC(=O)N1CC[NH+](C2CC2)CC1)C(=O)[O-]
ZINC49105023	CCCC(NC(N)=O)C(=O)NC1CCS(=O)(=O)C1
ZINC49105029	CCCC(NC(N)=O)C(=O)NC1CCS(=O)(=O)C1
ZINC49128535	Cc1occc1C(=O)NCC(=O)NNC(=O)NC1CC1
ZINC49457984	O=C1NC(=S)NC(=O)C1=CNCCNC(=O)C1CC1
ZINC49503139	CC(CN1CCOCC1)NC(=O)C/C(N)=N/O
ZINC50440031	CN(CCO)c1ccc([N+](=O)[O-])cc1/C(N)=N/O
ZINC52764176	N/C(=N/O)C1(C(=O)N2CCCC2CCCO)CCOCC1
ZINC53249458	CN(C(=O)NC(CC(N)=O)C(=O)[O-])C1CCC[NH+](C)C1
ZINC54299767	NC(=O)NC(=O)C[NH+]1CCCC(CC(=O)[O-])C1
ZINC55169376	Nc1nc(C(=O)Nc2nnc(C3CC3)o2)n[nH]1
ZINC48734226	O=C(NC1CCCCNC1=O)c1n[nH]c(=O)[nH]1
ZINC38102145	Nc1ccccc1C(=O)N1CCN(S(N)(=O)=O)CC1
ZINC59435040	[NH3+]c1cc2c(cc1NCc1nnn[n-]1)OCCO2
ZINC61886999	N/C(=N/O)C1CCCC1NC(=O)C1COCCO1
ZINC61888246	N/C(=N/O)C1CCCC1NS(=O)(=O)N1CCOCC1
